Beladedatum;Wochentag;Kalenderwoche;ID_Empfänger;Gewicht;Frachtkosten;ID_Sendung;MR_ID;Monat;Frachtkosten_AF
11.7.2022;0;28;[];0.0;39.476232026000005;[];0-33-0;7.0;0.0
11.7.2022;0;28;[1016, 1133];14923.07;123.77887369925;[2820, 2652, 2806];0-62-2;7.0;596.7736017
11.7.2022;0;28;[1091, 1034, 1035, 1088];10883.46;283.33719069425007;[2725, 2668, 2683, 2658, 2740, 2739];0-19025-2;7.0;523.9749726
2022-07-11 00:00:00;0;28;1236;159.5;28.911945000000003;2718;0-19113-2;7.0;28.911945000000003
2022-07-11 00:00:00;0;28;1186;1940.15;91.78669649999999;2918;0-19113-2;7.0;91.78669649999999
11.7.2022;0;28;[1350, 1102, 1187];23942.32;347.41460798275;[2717, 2684, 2833, 2689, 2923, 2716];0-19113-2;7.0;1105.7819607
11.7.2022;0;28;[1061, 1067, 1062, 1068, 1053, 1313, 1179];16698.58;459.59220122199997;[2647, 2736, 2656, 2697, 2751, 2824, 2698, 2782, 2646];0-19388-2;7.0;799.1468598
12.7.2022;1;28;[1123, 1372, 1062, 1065, 1204];10526.23;433.04253577200006;[2743, 2785, 2786, 2984, 2707, 2708];1-25062-2;7.0;511.3611813
13.7.2022;2;28;[1151, 1045];6365.59;158.84918135625003;[2916, 2919, 3071];2-4321-1;7.0;294.6089829
13.7.2022;2;28;[1371, 1067, 1068];9611.5;132.324647609;[2898, 2859, 2862];2-7057-1;7.0;409.22206500000004
13.7.2022;2;28;[1076, 1213, 1084];3969.48;231.599061001;[3000, 2850, 2911, 2797, 3070];2-13281-1;7.0;256.5623388
13.7.2022;2;28;[1035, 1089, 1031, 1255, 1070, 1176, 1034];14073.490000000002;331.3769373145;[2905, 2843, 2841, 2961, 2884, 2839, 2902, 2844, 2903];2-20431-2;7.0;706.4549319
14.7.2022;3;28;[1115];2182.96;197.78718268925;[2940];3-59-2;7.0;100.3603176
14.7.2022;3;28;[1177, 1091, 1236];5306.4400000000005;119.594487628;[3005, 2907, 2872, 2837, 2925];3-9225-0;7.0;303.7703964
14.7.2022;3;28;[1056, 1063, 1062, 1065, 1179, 1204];9435.279999999999;405.779097724;[3051, 2881, 2877, 2826, 2879, 2825];3-20495-2;7.0;472.8397368
15.7.2022;4;28;[1084, 1082, 1123];13221.6;230.57877038349997;[2953, 3101, 2893, 2950];4-8271-2;7.0;559.974696
18.7.2022;0;29;[];0.0;39.476232026000005;[];0-33-0;7.0;0.0
2022-07-18 00:00:00;0;29;1133;10801.63;404.68555530000003;3074;0-62-2;7.0;404.68555530000003
18.7.2022;0;29;[1016, 1133];22611.55;123.77887369925;[2946, 3180, 3017, 3115];0-62-2;7.0;1296.2193858
18.7.2022;0;29;[1091, 1176, 1088, 1089, 1034, 1035];7942.450000000001;283.33719069425007;[2978, 3014, 3167, 3044, 3043, 3011, 3012, 3010, 3045, 2962];0-19025-2;7.0;513.2479095
2022-07-18 00:00:00;0;29;1045;2999.34;129.18669540000002;3020;0-19113-2;7.0;129.18669540000002
18.7.2022;0;29;[1045, 1186, 1187, 1236, 1102];23679.48;347.41460798275;[2970, 2971, 2968, 3021, 2974, 3024, 3159];0-19113-2;7.0;1128.2691342
18.7.2022;0;29;[1179, 1061, 1062, 1067, 1053, 1068, 1313];11106.12;459.59220122199997;[3050, 2988, 3093, 2985, 2993, 3032, 3146, 3034, 2990];0-19388-2;7.0;601.6770971999999
19.7.2022;1;29;[1063, 1115, 1372, 1204, 1065, 1062, 1123];18564.98;433.04253577200006;[3091, 3116, 3143, 3019, 3055, 3048, 3100, 3054, 3018];1-25062-2;7.0;865.0494438
20.7.2022;2;29;[1151, 1187, 1045];4860.5;158.84918135625003;[3381, 3157, 3138, 3205];2-4321-1;7.0;264.74425499999995
2022-07-20 00:00:00;2;29;1371;3780.0;156.7518;3296;2-7057-1;7.0;156.7518
20.7.2022;2;29;[1371, 1067, 1068];10335.59;132.324647609;[3249, 3076, 3185, 3187];2-7057-1;7.0;614.8214828999999
20.7.2022;2;29;[1041, 1076, 1084, 1126];5872.67;231.599061001;[3234, 3086, 3150, 3314, 3195, 3374, 3087];2-13281-1;7.0;370.3239777
20.7.2022;2;29;[1255, 1089, 1034, 1070, 1031, 1035, 1176];14695.46;331.3769373145;[3291, 3166, 3168, 3356, 3081, 3242, 3248, 3240, 3082];2-20431-2;7.0;728.4166926
21.7.2022;3;29;[1115];2500.32;197.78718268925;[3227, 3226];3-59-2;7.0;134.8462992
21.7.2022;3;29;[1177, 1236];6632.03;119.594487628;[3425, 3390, 3269, 3243, 3238];3-9225-0;7.0;350.5769793
21.7.2022;3;29;[1063, 1056, 1062, 1204, 1065];9197.380000000001;405.779097724;[3325, 3371, 3225, 3320, 3142, 3145, 3137];3-20495-2;7.0;487.7194878
22.7.2022;4;29;[1123, 1084, 1082];5078.9;230.57877038349997;[3277, 3254, 3211, 3257, 3210];4-8271-2;7.0;295.735959
25.7.2022;0;30;[];0.0;39.476232026000005;[];0-33-0;7.0;0.0
25.7.2022;0;30;[1133, 1016];21404.260000000002;123.77887369925;[3295, 3411, 3450, 3282];0-62-2;7.0;848.9044206
25.7.2022;0;30;[1091, 1088, 1031, 1034, 1089];9963.17;283.33719069425007;[3413, 3392, 3391, 3299, 3265, 3340, 3264, 3393];0-19025-2;7.0;538.0395327000001
25.7.2022;0;30;[1236, 1045, 1187, 1186, 1102, 1350];23141.0;347.41460798275;[3270, 3408, 3343, 3274, 3546, 3342, 3491, 3409, 3348];0-19113-2;7.0;1026.62871
25.7.2022;0;30;[1053, 1068, 1313, 1179];12505.8;459.59220122199997;[3303, 3349, 3455, 3324, 3308];0-19388-2;7.0;557.979798
26.7.2022;1;30;[1062, 1123, 1204, 1372, 1115, 1065];4711.51;433.04253577200006;[3366, 3442, 3360, 3598, 3458, 3359];1-25062-2;7.0;306.0434181
27.7.2022;2;30;[1187, 1045];4943.0;158.84918135625003;[3405, 3547, 3403];2-4321-1;7.0;244.37733
