MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
3-35115-0;21;3;<attribute 'month' of 'datetime.date' objects>;0;9000;1686.81;0.18742333333333333;[1236, 1177, 1001, 1091, 0];[49, 39, 1, 28, 0]
3-40348-2;21;3;<attribute 'month' of 'datetime.date' objects>;2;24000;0.0;0.0;[1204, 1065, 1056, 1179, 1061, 1062, 1015, 1123, 0];[45, 18, 13, 40, 14, 15, 2, 31, 0]
4-36837-2;21;4;<attribute 'month' of 'datetime.date' objects>;2;24000;5596.12;0.23317166666666667;[1034, 1089, 1088, 1035, 1176, 1031, 1164, 1210, 1074, 0];[7, 27, 26, 8, 38, 6, 35, 46, 22, 0]
0-46-0;22;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1213, 0];[47, 0]
0-910-1;22;0;<attribute 'month' of 'datetime.date' objects>;1;12000;5487.83;0.45731916666666667;[1067, 1068, 0];[19, 20, 0]
0-14083-1;22;0;<attribute 'month' of 'datetime.date' objects>;1;12000;7395.3099999999995;0.6162758333333332;[1231, 1187, 1045, 0];[48, 42, 10, 0]
0-30104-0;22;0;<attribute 'month' of 'datetime.date' objects>;0;9000;4181.5;0.4646111111111111;[1084, 1076, 1126, 1041, 1273, 0];[25, 23, 32, 9, 51, 0]
0-36971-2;22;0;<attribute 'month' of 'datetime.date' objects>;2;24000;3501.27;0.14588625;[1115, 1497, 1064, 1082, 1190, 1123, 0];[30, 57, 17, 24, 43, 31, 0]
0-37483-2;22;0;<attribute 'month' of 'datetime.date' objects>;2;24000;14077.41;0.58655875;[1204, 1065, 1056, 1179, 1063, 1372, 1062, 1061, 1174, 0];[45, 18, 13, 40, 16, 56, 15, 14, 37, 0]
1-33817-1;22;1;<attribute 'month' of 'datetime.date' objects>;1;12000;3543.0;0.29525;[1315, 1350, 1236, 1030, 0];[53, 54, 49, 5, 0]
1-38019-2;22;1;<attribute 'month' of 'datetime.date' objects>;2;24000;22330.079999999998;0.9304199999999999;[1193, 1053, 1313, 1016, 0];[44, 12, 52, 3, 0]
1-38573-2;22;1;<attribute 'month' of 'datetime.date' objects>;2;24000;14282.1;0.5950875;[1035, 1176, 1031, 1091, 0];[8, 38, 6, 28, 0]
2-46-0;22;2;<attribute 'month' of 'datetime.date' objects>;0;9000;450.78;0.05008666666666666;[1213, 0];[47, 0]
2-6643-0;22;2;<attribute 'month' of 'datetime.date' objects>;0;9000;16857.22;1.8730244444444446;[1165, 1084, 1020, 0];[36, 25, 4, 0]
2-17924-0;22;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1464.5;0.1627222222222222;[1063, 1062, 1115, 0];[16, 15, 30, 0]
2-21028-1;22;2;<attribute 'month' of 'datetime.date' objects>;1;12000;2513.42;0.20945166666666667;[1068, 1067, 1371, 0];[20, 19, 55, 0]
2-33392-1;22;2;<attribute 'month' of 'datetime.date' objects>;1;12000;7457.26;0.6214383333333333;[1050, 1070, 1255, 1034, 1089, 0];[11, 21, 50, 7, 27, 0]
2-37950-2;22;2;<attribute 'month' of 'datetime.date' objects>;2;24000;10794.650000000001;0.4497770833333334;[1102, 1187, 1045, 1186, 1151, 0];[29, 42, 10, 41, 34, 0]
3-195-2;22;3;<attribute 'month' of 'datetime.date' objects>;2;24000;9381.880000000001;0.3909116666666667;[1016, 1133, 0];[3, 33, 0]
3-35115-0;22;3;<attribute 'month' of 'datetime.date' objects>;0;9000;5313.57;0.5903966666666667;[1236, 1177, 1001, 1091, 0];[49, 39, 1, 28, 0]
3-40348-2;22;3;<attribute 'month' of 'datetime.date' objects>;2;24000;7643.45;0.3184770833333333;[1204, 1065, 1056, 1179, 1061, 1062, 1015, 1123, 0];[45, 18, 13, 40, 14, 15, 2, 31, 0]
4-36837-2;22;4;<attribute 'month' of 'datetime.date' objects>;2;24000;1504.03;0.06266791666666667;[1034, 1089, 1088, 1035, 1176, 1031, 1164, 1210, 1074, 0];[7, 27, 26, 8, 38, 6, 35, 46, 22, 0]
0-46-0;23;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1213, 0];[47, 0]
0-910-1;23;0;<attribute 'month' of 'datetime.date' objects>;1;12000;3759.58;0.31329833333333335;[1067, 1068, 0];[19, 20, 0]
0-14083-1;23;0;<attribute 'month' of 'datetime.date' objects>;1;12000;3719.95;0.3099958333333333;[1231, 1187, 1045, 0];[48, 42, 10, 0]
0-30104-0;23;0;<attribute 'month' of 'datetime.date' objects>;0;9000;6389.3;0.7099222222222222;[1084, 1076, 1126, 1041, 1273, 0];[25, 23, 32, 9, 51, 0]
0-36971-2;23;0;<attribute 'month' of 'datetime.date' objects>;2;24000;11055.210000000001;0.46063375000000006;[1115, 1497, 1064, 1082, 1190, 1123, 0];[30, 57, 17, 24, 43, 31, 0]
0-37483-2;23;0;<attribute 'month' of 'datetime.date' objects>;2;24000;6283.82;0.2618258333333333;[1204, 1065, 1056, 1179, 1063, 1372, 1062, 1061, 1174, 0];[45, 18, 13, 40, 16, 56, 15, 14, 37, 0]
1-33817-1;23;1;<attribute 'month' of 'datetime.date' objects>;1;12000;8018.78;0.6682316666666667;[1315, 1350, 1236, 1030, 0];[53, 54, 49, 5, 0]
1-38019-2;23;1;<attribute 'month' of 'datetime.date' objects>;2;24000;9164.9;0.3818708333333333;[1193, 1053, 1313, 1016, 0];[44, 12, 52, 3, 0]
1-38573-2;23;1;<attribute 'month' of 'datetime.date' objects>;2;24000;4645.27;0.19355291666666669;[1035, 1176, 1031, 1091, 0];[8, 38, 6, 28, 0]
2-46-0;23;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1150.0;0.12777777777777777;[1213, 0];[47, 0]
2-6643-0;23;2;<attribute 'month' of 'datetime.date' objects>;0;9000;11228.67;1.24763;[1165, 1084, 1020, 0];[36, 25, 4, 0]
2-17924-0;23;2;<attribute 'month' of 'datetime.date' objects>;0;9000;291.84;0.032426666666666666;[1063, 1062, 1115, 0];[16, 15, 30, 0]
2-21028-1;23;2;<attribute 'month' of 'datetime.date' objects>;1;12000;2746.74;0.228895;[1068, 1067, 1371, 0];[20, 19, 55, 0]
2-33392-1;23;2;<attribute 'month' of 'datetime.date' objects>;1;12000;5604.0;0.467;[1050, 1070, 1255, 1034, 1089, 0];[11, 21, 50, 7, 27, 0]
2-37950-2;23;2;<attribute 'month' of 'datetime.date' objects>;2;24000;10984.43;0.45768458333333334;[1102, 1187, 1045, 1186, 1151, 0];[29, 42, 10, 41, 34, 0]
3-195-2;23;3;<attribute 'month' of 'datetime.date' objects>;2;24000;17456.21;0.7273420833333333;[1016, 1133, 0];[3, 33, 0]
3-35115-0;23;3;<attribute 'month' of 'datetime.date' objects>;0;9000;6916.3099999999995;0.7684788888888888;[1236, 1177, 1001, 1091, 0];[49, 39, 1, 28, 0]
3-40348-2;23;3;<attribute 'month' of 'datetime.date' objects>;2;24000;9744.630000000001;0.40602625000000003;[1204, 1065, 1056, 1179, 1061, 1062, 1015, 1123, 0];[45, 18, 13, 40, 14, 15, 2, 31, 0]
4-36837-2;23;4;<attribute 'month' of 'datetime.date' objects>;2;24000;6983.98;0.29099916666666664;[1034, 1089, 1088, 1035, 1176, 1031, 1164, 1210, 1074, 0];[7, 27, 26, 8, 38, 6, 35, 46, 22, 0]
0-46-0;24;0;<attribute 'month' of 'datetime.date' objects>;0;9000;434.08;0.04823111111111111;[1213, 0];[47, 0]
0-910-1;24;0;<attribute 'month' of 'datetime.date' objects>;1;12000;10221.61;0.8518008333333333;[1067, 1068, 0];[19, 20, 0]
0-14083-1;24;0;<attribute 'month' of 'datetime.date' objects>;1;12000;12902.3;1.0751916666666665;[1231, 1187, 1045, 0];[48, 42, 10, 0]
