MR_ID;Kalenderwoche;Wochentag;Monat;Fahrzeugtyp;Fahrzeugkapazität;Frachtgewicht;Auslastung;SequenzExt;SequenzInt
2-5-0;32;2;<attribute 'month' of 'datetime.date' objects>;0;9000;7782.13;0.8646811111111111;[1236, 0];[6, 0]
2-44-2;32;2;<attribute 'month' of 'datetime.date' objects>;2;24000;6520.96;0.27170666666666665;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;32;3;<attribute 'month' of 'datetime.date' objects>;2;24000;0.0;0.0;[1062, 1016, 0];[2, 1, 0]
0-0-2;33;0;<attribute 'month' of 'datetime.date' objects>;2;24000;0.0;0.0;[1016, 0];[1, 0]
0-5-0;33;0;<attribute 'month' of 'datetime.date' objects>;0;9000;2870.0;0.3188888888888889;[1236, 0];[6, 0]
0-44-2;33;0;<attribute 'month' of 'datetime.date' objects>;2;24000;10999.5;0.4583125;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;33;2;<attribute 'month' of 'datetime.date' objects>;0;9000;875.0;0.09722222222222222;[1236, 0];[6, 0]
2-44-2;33;2;<attribute 'month' of 'datetime.date' objects>;2;24000;10465.3;0.43605416666666663;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;33;3;<attribute 'month' of 'datetime.date' objects>;2;24000;1011.21;0.042133750000000005;[1062, 1016, 0];[2, 1, 0]
0-0-2;34;0;<attribute 'month' of 'datetime.date' objects>;2;24000;9225.880000000001;0.3844116666666667;[1016, 0];[1, 0]
0-5-0;34;0;<attribute 'month' of 'datetime.date' objects>;0;9000;875.0;0.09722222222222222;[1236, 0];[6, 0]
0-44-2;34;0;<attribute 'month' of 'datetime.date' objects>;2;24000;15680.82;0.6533675;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;34;2;<attribute 'month' of 'datetime.date' objects>;0;9000;527.85;0.05865;[1236, 0];[6, 0]
2-44-2;34;2;<attribute 'month' of 'datetime.date' objects>;2;24000;9747.560000000001;0.4061483333333334;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;34;3;<attribute 'month' of 'datetime.date' objects>;2;24000;7338.04;0.30575166666666664;[1062, 1016, 0];[2, 1, 0]
0-0-2;35;0;<attribute 'month' of 'datetime.date' objects>;2;24000;21266.92;0.8861216666666666;[1016, 0];[1, 0]
0-5-0;35;0;<attribute 'month' of 'datetime.date' objects>;0;9000;500.07;0.05556333333333333;[1236, 0];[6, 0]
0-44-2;35;0;<attribute 'month' of 'datetime.date' objects>;2;24000;6259.59;0.26081625;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;35;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3074.5;0.3416111111111111;[1236, 0];[6, 0]
2-44-2;35;2;<attribute 'month' of 'datetime.date' objects>;2;24000;16839.59;0.7016495833333334;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;35;3;<attribute 'month' of 'datetime.date' objects>;2;24000;17728.0;0.7386666666666667;[1062, 1016, 0];[2, 1, 0]
0-0-2;36;0;<attribute 'month' of 'datetime.date' objects>;2;24000;7269.38;0.30289083333333333;[1016, 0];[1, 0]
0-5-0;36;0;<attribute 'month' of 'datetime.date' objects>;0;9000;894.5;0.09938888888888889;[1236, 0];[6, 0]
0-44-2;36;0;<attribute 'month' of 'datetime.date' objects>;2;24000;10276.33;0.4281804166666667;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;36;2;<attribute 'month' of 'datetime.date' objects>;0;9000;28.5;0.0031666666666666666;[1236, 0];[6, 0]
2-44-2;36;2;<attribute 'month' of 'datetime.date' objects>;2;24000;11495.96;0.4789983333333333;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;36;3;<attribute 'month' of 'datetime.date' objects>;2;24000;10103.7;0.4209875;[1062, 1016, 0];[2, 1, 0]
0-0-2;37;0;<attribute 'month' of 'datetime.date' objects>;2;24000;12186.8;0.5077833333333333;[1016, 0];[1, 0]
0-5-0;37;0;<attribute 'month' of 'datetime.date' objects>;0;9000;6461.38;0.7179311111111111;[1236, 0];[6, 0]
0-44-2;37;0;<attribute 'month' of 'datetime.date' objects>;2;24000;14476.96;0.6032066666666667;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;37;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1236, 0];[6, 0]
2-44-2;37;2;<attribute 'month' of 'datetime.date' objects>;2;24000;12946.9;0.5394541666666667;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;37;3;<attribute 'month' of 'datetime.date' objects>;2;24000;11857.0;0.49404166666666666;[1062, 1016, 0];[2, 1, 0]
0-0-2;38;0;<attribute 'month' of 'datetime.date' objects>;2;24000;6349.8099999999995;0.2645754166666666;[1016, 0];[1, 0]
0-5-0;38;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3212.04;0.35689333333333334;[1236, 0];[6, 0]
0-44-2;38;0;<attribute 'month' of 'datetime.date' objects>;2;24000;24811.75;1.0338229166666666;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;38;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1236, 0];[6, 0]
2-44-2;38;2;<attribute 'month' of 'datetime.date' objects>;2;24000;11781.67;0.4909029166666667;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;38;3;<attribute 'month' of 'datetime.date' objects>;2;24000;20132.39;0.8388495833333333;[1062, 1016, 0];[2, 1, 0]
0-0-2;39;0;<attribute 'month' of 'datetime.date' objects>;2;24000;1845.48;0.076895;[1016, 0];[1, 0]
0-5-0;39;0;<attribute 'month' of 'datetime.date' objects>;0;9000;4915.0;0.5461111111111111;[1236, 0];[6, 0]
0-44-2;39;0;<attribute 'month' of 'datetime.date' objects>;2;24000;11273.6;0.46973333333333334;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;39;2;<attribute 'month' of 'datetime.date' objects>;0;9000;3306.0;0.36733333333333335;[1236, 0];[6, 0]
2-44-2;39;2;<attribute 'month' of 'datetime.date' objects>;2;24000;10472.33;0.43634708333333333;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;39;3;<attribute 'month' of 'datetime.date' objects>;2;24000;6638.0;0.27658333333333335;[1062, 1016, 0];[2, 1, 0]
0-0-2;40;0;<attribute 'month' of 'datetime.date' objects>;2;24000;2999.66;0.12498583333333332;[1016, 0];[1, 0]
0-5-0;40;0;<attribute 'month' of 'datetime.date' objects>;0;9000;3095.01;0.34389000000000003;[1236, 0];[6, 0]
0-44-2;40;0;<attribute 'month' of 'datetime.date' objects>;2;24000;8447.34;0.3519725;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;40;2;<attribute 'month' of 'datetime.date' objects>;0;9000;2794.38;0.3104866666666667;[1236, 0];[6, 0]
2-44-2;40;2;<attribute 'month' of 'datetime.date' objects>;2;24000;9688.470000000001;0.40368625;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;40;3;<attribute 'month' of 'datetime.date' objects>;2;24000;5103.51;0.21264625;[1062, 1016, 0];[2, 1, 0]
0-0-2;41;0;<attribute 'month' of 'datetime.date' objects>;2;24000;0.0;0.0;[1016, 0];[1, 0]
0-5-0;41;0;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1236, 0];[6, 0]
0-44-2;41;0;<attribute 'month' of 'datetime.date' objects>;2;24000;8719.81;0.3633254166666666;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;41;2;<attribute 'month' of 'datetime.date' objects>;0;9000;1028.0;0.11422222222222222;[1236, 0];[6, 0]
2-44-2;41;2;<attribute 'month' of 'datetime.date' objects>;2;24000;7439.98;0.30999916666666666;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;41;3;<attribute 'month' of 'datetime.date' objects>;2;24000;26708.030000000002;1.1128345833333335;[1062, 1016, 0];[2, 1, 0]
0-0-2;42;0;<attribute 'month' of 'datetime.date' objects>;2;24000;20237.25;0.84321875;[1016, 0];[1, 0]
0-5-0;42;0;<attribute 'month' of 'datetime.date' objects>;0;9000;418.0;0.04644444444444444;[1236, 0];[6, 0]
0-44-2;42;0;<attribute 'month' of 'datetime.date' objects>;2;24000;6673.639999999999;0.2780683333333333;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;42;2;<attribute 'month' of 'datetime.date' objects>;0;9000;0.0;0.0;[1236, 0];[6, 0]
2-44-2;42;2;<attribute 'month' of 'datetime.date' objects>;2;24000;7864.7;0.32769583333333335;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;42;3;<attribute 'month' of 'datetime.date' objects>;2;24000;5580.0;0.2325;[1062, 1016, 0];[2, 1, 0]
0-0-2;43;0;<attribute 'month' of 'datetime.date' objects>;2;24000;5580.0;0.2325;[1016, 0];[1, 0]
0-5-0;43;0;<attribute 'month' of 'datetime.date' objects>;0;9000;4724.5;0.5249444444444444;[1236, 0];[6, 0]
0-44-2;43;0;<attribute 'month' of 'datetime.date' objects>;2;24000;13733.669999999998;0.5722362499999999;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
2-5-0;43;2;<attribute 'month' of 'datetime.date' objects>;0;9000;4639.38;0.5154866666666666;[1236, 0];[6, 0]
2-44-2;43;2;<attribute 'month' of 'datetime.date' objects>;2;24000;8951.71;0.37298791666666664;[1065, 1204, 1062, 1068, 0];[3, 5, 2, 4, 0]
3-6-2;43;3;<attribute 'month' of 'datetime.date' objects>;2;24000;8214.810000000001;0.34228375000000005;[1062, 1016, 0];[2, 1, 0]
