;Beladedatum;Wochentag;Kalenderwoche;Monat;ID_Empfänger;Gewicht;Frachtkosten;ID_Sendung
3045;2022-07-15;4;28;7;1034;1282.74;68.5735494;3045
3032;2022-07-18;0;29;7;1067;893.5;54.829485;3032
3043;2022-07-15;4;28;7;1088;257.53;32.3733843;3043
3034;2022-07-18;0;29;7;1068;2611.01;115.4747631;3034
3024;2022-07-13;2;28;7;1102;5600.4;221.03012400000003;3024
3022;2022-07-18;0;29;7;1231;1657.31;81.7996161;3022
3021;2022-07-18;0;29;7;1187;208.71;30.6495501;3021
3020;2022-07-18;0;29;7;1045;2999.34;129.18669540000002;3020
3019;2022-07-18;0;29;7;1204;952.0;56.89512;3019
3018;2022-07-18;0;29;7;1065;7252.0;279.34812;3018
3044;2022-07-15;4;28;7;1089;61.92;25.466395199999997;3044
3101;2022-07-18;0;29;7;1082;1843.0;88.35633;3101
3115;2022-07-19;1;29;7;1016;8280.0;315.6468;3115
3116;2022-07-20;2;29;7;1115;494.0;40.72314;3116
3100;2022-07-18;0;29;7;1123;1764.43;85.5820233;3100
3122;2022-07-18;0;29;7;1064;1536.0;77.51616;3122
3138;2022-07-20;2;29;7;1151;1700.0;83.307;3138
3120;2022-07-18;0;29;7;1497;457.69;39.4410339;3120
3093;2022-07-18;0;29;7;1179;276.08;33.0283848;3093
3074;2022-07-14;3;28;7;1133;10801.63;404.68555530000003;3074
3089;2022-07-18;0;29;7;1273;945.1;56.651481000000004;3089
3087;2022-07-18;0;29;7;1041;2838.0;123.48978000000001;3087
3086;2022-07-18;0;29;7;1076;98.06;26.742498600000005;3086
3082;2022-07-20;2;29;7;1034;7347.25;282.71139750000003;3082
3081;2022-07-19;1;29;7;1031;870.44;54.01523639999999;3081
3080;2022-07-15;4;28;7;1164;10.0;23.6331;3080
3076;2022-07-20;2;29;7;1371;360.0;35.9916;3076
3091;2022-07-20;2;29;7;1063;24.13;24.1320303;3091
3197;2022-07-18;0;29;7;1174;252.0;32.17812;3197
3195;2022-07-18;0;29;7;1126;1008.0;58.87248;3195
3187;2022-07-20;2;29;7;1068;8551.59;325.23664289999994;3187
3185;2022-07-20;2;29;7;1067;1091.0;61.80321;3185
3180;2022-07-21;3;29;7;1133;3403.55;143.4593505;3180
3168;2022-07-20;2;29;7;1034;524.0;41.78244;3168
3167;2022-07-15;4;28;7;1088;51.0;25.08081;3167
3166;2022-07-20;2;29;7;1089;114.11;27.309224100000005;3166
3159;2022-07-20;2;29;7;1102;12501.21;464.6977251;3159
3157;2022-07-20;2;29;7;1187;140.0;28.2234;3157
3150;2022-07-20;2;29;7;1084;256.5;32.337015;3150
3146;2022-07-19;1;29;7;1053;2581.64;114.4377084;3146
3145;2022-07-21;3;29;7;1204;2703.0;118.72293;3145
3143;2022-07-18;0;29;7;1372;816.0;52.09296;3143
3142;2022-07-21;3;29;7;1062;1665.03;82.0722093;3142
3137;2022-07-21;3;29;7;1065;3948.0;162.68388000000002;3137
3249;2022-07-20;2;29;7;1371;333.0;35.03823;3249
3248;2022-07-22;4;29;7;1089;1850.16;88.6091496;3248
3246;2022-07-22;4;29;7;1074;22.17;24.062822699999998;3246
3243;2022-07-21;3;29;7;1236;1964.4;92.642964;3243
3242;2022-07-22;4;29;7;1035;1048.0;60.28488;3242
3240;2022-07-22;4;29;7;1176;2098.5;97.378035;3240
3239;2022-07-19;1;29;7;1030;92.0;26.52852;3239
3238;2022-07-21;3;29;7;1177;2179.88;100.2515628;3238
3205;2022-07-20;2;29;7;1045;2994.0;128.99813999999998;3205
3227;2022-07-20;2;29;7;1115;42.0;24.76302;3227
3226;2022-07-20;2;29;7;1115;2458.32;110.0832792;3226
3225;2022-07-21;3;29;7;1062;269.98;32.8129938;3225
3214;2022-07-20;2;29;7;1020;1920.5;91.092855;3214
3211;2022-07-18;0;29;7;1082;1163.52;64.3638912;3211
3210;2022-07-21;3;29;7;1123;1680.5;82.61845500000001;3210
3203;2022-07-19;1;29;7;1315;358.75;35.9474625;3203
3234;2022-07-18;0;29;7;1041;17.0;23.88027;3234
3301;2022-07-21;3;29;7;1001;90.74;26.4840294;3301
3303;2022-07-19;1;29;7;1053;202.0;30.41262;3303
3308;2022-07-19;1;29;7;1313;5002.5;199.918275;3308
3313;2022-07-25;0;30;7;1273;1181.0;64.98111;3313
3329;2022-07-25;0;30;7;1497;150.03;28.5775593;3329
3320;2022-07-25;0;30;7;1056;480.0;40.2288;3320
3321;2022-07-25;0;30;7;1174;200.0;30.342;3321
3325;2022-07-25;0;30;7;1063;27.37;24.2464347;3325
3299;2022-07-21;3;29;7;1091;1109.0;62.438790000000004;3299
3314;2022-07-25;0;30;7;1076;261.11;32.4997941;3314
3296;2022-07-20;2;29;7;1371;3780.0;156.7518;3296
3324;2022-07-25;0;30;7;1179;2900.0;125.679;3324
3291;2022-07-20;2;29;7;1255;67.0;25.645770000000002;3291
3295;2022-07-21;3;29;7;1133;24.0;24.12744;3295
3257;2022-07-25;0;30;7;1082;1223.34;66.47613539999999;3257
3264;2022-07-22;4;29;7;1089;2262.25;103.1600475;3264
3265;2022-07-22;4;29;7;1034;1134.75;63.3480225;3265
3269;2022-07-21;3;29;7;1177;1649.25;81.5150175;3269
3254;2022-07-25;0;30;7;1084;990.54;58.2559674;3254
3274;2022-07-25;0;30;7;1187;1174.0;64.73394;3274
3277;2022-07-25;0;30;7;1123;21.0;24.02151;3277
3278;2022-07-25;0;30;7;1064;2452.0;109.86012;3278
3282;2022-07-21;3;29;7;1016;14688.0;541.91328;3282
3270;2022-07-21;3;29;7;1236;133.0;27.976229999999997;3270
3366;2022-07-25;0;30;7;1062;100.0;26.811;3366
3393;2022-07-22;4;29;7;1034;2682.36;117.99413159999999;3393
3392;2022-07-22;4;29;7;1088;272.81;32.9129211;3392
3391;2022-07-26;1;30;7;1031;311.0;34.26141;3391
3390;2022-07-21;3;29;7;1177;776.0;50.68056;3390
3383;2022-07-26;1;30;7;1193;314.42;34.382170200000004;3383
3381;2022-07-20;2;29;7;1151;26.5;24.215715;3381
3374;2022-07-25;0;30;7;1076;1394.0;72.50214;3374
3371;2022-07-25;0;30;7;1056;104.0;26.952240000000003;3371
3360;2022-07-25;0;30;7;1204;658.0;46.51398;3360
3357;2022-07-25;0;30;7;1273;2310.81;104.8747011;3357
3333;2022-07-20;2;29;7;1165;6089.34;238.2945954;3333
3356;2022-07-20;2;29;7;1070;776.0;50.68056;3356
3349;2022-07-25;0;30;7;1068;2138.88;98.80385279999999;3349
3348;2022-07-20;2;29;7;1102;7904.0;302.37023999999997;3348
3343;2022-07-25;0;30;7;1045;1045.0;60.17895;3343
3342;2022-07-25;0;30;7;1187;1576.7;78.953277;3342
3340;2022-07-26;1;30;7;1091;1968.0;92.77008000000001;3340
3338;2022-07-21;3;29;7;1001;9.0;23.59779;3338
3359;2022-07-25;0;30;7;1065;1938.0;91.71078;3359
3433;2022-07-27;2;30;7;1020;1080.0;61.4148;3433
3439;2022-07-27;2;30;7;1084;653.79;46.365324900000005;3439
3458;2022-07-27;2;30;7;1115;1018.13;59.2301703;3458
3431;2022-07-22;4;29;7;1164;38.5;24.639435;3431
3450;2022-07-26;1;30;7;1016;3547.51;148.5425781;3450
3455;2022-07-26;1;30;7;1313;2262.42;103.1660502;3455
3457;2022-07-25;0;30;7;1497;1278.81;68.4347811;3457
3442;2022-07-25;0;30;7;1123;221.48;31.1004588;3442
3430;2022-07-27;2;30;7;1089;3572.51;149.4253281;3430
3409;2022-07-26;1;30;7;1350;5953.5;233.498085;3409
3425;2022-07-21;3;29;7;1177;62.5;25.486875;3425
3423;2022-07-25;0;30;7;1126;3156.5;134.73601499999998;3423
3413;2022-07-26;1;30;7;1091;223.0;31.15413;3413
3411;2022-07-21;3;29;7;1133;3144.75;134.3211225;3411
3408;2022-07-26;1;30;7;1236;736.0;49.268159999999995;3408
3405;2022-07-27;2;30;7;1187;130.0;27.8703;3405
3403;2022-07-27;2;30;7;1045;3613.0;150.85503;3403
3401;2022-07-25;0;30;7;1076;515.77;41.4918387;3401
3428;2022-07-27;2;30;7;1034;24.31;24.1383861;3428
3499;2022-07-22;4;29;7;1164;75.5;25.945905;3499
3502;2022-07-27;2;30;7;1089;9146.0;346.22526;3502
3503;2022-07-27;2;30;7;1034;3123.96;133.58702759999997;3503
3511;2022-07-26;1;30;7;1193;165.72;29.131573200000002;3511
3506;2022-07-28;3;30;7;1062;4193.08;171.33765480000002;3506
3507;2022-07-28;3;30;7;1015;1319.38;69.86730779999999;3507
3505;2022-07-25;0;30;7;1056;1440.0;74.1264;3505
3498;2022-07-26;1;30;7;1031;117.04;27.412682399999998;3498
3491;2022-07-27;2;30;7;1102;3060.0;131.3286;3491
3483;2022-07-27;2;30;7;1067;1498.0;76.17438;3483
3482;2022-07-27;2;30;7;1068;1935.04;91.6062624;3482
3480;2022-07-22;4;29;7;1074;571.0;43.442009999999996;3480
3475;2022-07-27;2;30;7;1371;380.0;36.6978;3475
3470;2022-07-25;0;30;7;1041;5231.0;207.98661;3470
3467;2022-07-25;0;30;7;1273;868.18;53.9354358;3467
3495;2022-07-26;1;30;7;1315;417.5;38.021925;3495
3552;2022-07-25;0;30;7;1497;186.0;29.847659999999998;3552
3560;2022-07-28;3;30;7;1236;2376.0;107.17656000000001;3560
3559;2022-07-29;4;30;7;1034;81.66;26.1634146;3559
3556;2022-07-29;4;30;7;1164;130.93;27.903138300000002;3556
3554;2022-07-25;0;30;7;1273;787.48;51.085918799999995;3554
3547;2022-07-27;2;30;7;1045;1200.0;65.652;3547
3522;2022-07-28;3;30;7;1015;1009.89;58.9392159;3522
3540;2022-07-25;0;30;7;1076;771.2;50.511072;3540
3525;2022-07-28;3;30;7;1016;6247.51;243.8795781;3525
3546;2022-07-27;2;30;7;1186;1558.8;78.321228;3546
3520;2022-07-28;3;30;7;1123;4162.5;170.257875;3520
3516;2022-07-27;2;30;7;1165;2012.33;94.3353723;3516
3628;2022-08-01;0;31;8;1076;106.5;27.040515000000003;3628
3626;2022-08-01;0;31;8;1213;295.0;33.69645;3626
3625;2022-08-01;0;31;8;1273;1563.91;78.50166209999999;3625
3620;2022-07-27;2;30;8;1255;161.0;28.964909999999996;3620
3618;2022-07-29;4;30;8;1176;2624.0;115.93343999999999;3618
3610;2022-07-28;3;30;8;1001;335.0;35.10885;3610
3601;2022-08-01;0;31;8;1115;47.0;24.93957;3601
3611;2022-07-28;3;30;8;1091;1163.0;64.34553000000001;3611
3598;2022-08-01;0;31;8;1372;775.9;50.677029;3598
3596;2022-08-01;0;31;8;1179;129.6;27.856176;3596
3595;2022-08-01;0;31;8;1063;504.0;41.076240000000006;3595
3580;2022-07-27;2;30;8;1020;322.07;34.6522917;3580
3569;2022-08-01;0;31;8;1187;1644.38;81.3430578;3569
3568;2022-08-01;0;31;8;1045;158.91;28.891112100000004;3568
3565;2022-07-26;1;30;8;1313;3572.5;149.424975;3565
3600;2022-08-01;0;31;8;1062;302.0;33.94362;3600
3662;2022-07-29;4;30;8;1164;84.65;26.2689915;3662
3665;2022-08-02;1;31;8;1176;3459.0;145.41728999999998;3665
3667;2022-08-02;1;31;8;1031;4934.49;197.5168419;3667
3668;2022-07-29;4;30;8;1088;814.24;52.0308144;3668
3678;2022-08-01;0;31;8;1174;1620.0;80.4822;3678
3674;2022-08-01;0;31;8;1041;1893.21;90.12924509999999;3674
3675;2022-08-01;0;31;8;1076;1800.0;86.838;3675
3658;2022-07-29;4;30;8;1074;1405.56;72.9103236;3658
3669;2022-07-29;4;30;8;1089;1588.89;79.3837059;3669
3657;2022-07-27;2;30;8;1070;2587.0;114.62697;3657
3664;2022-08-02;1;31;8;1176;112.0;27.234720000000003;3664
3651;2022-08-01;0;31;8;1062;54.86;25.2171066;3651
3636;2022-08-01;0;31;8;1065;4212.0;172.00572;3636
3640;2022-08-01;0;31;8;1204;1993.5;93.670485;3640
3642;2022-07-28;3;30;8;1177;523.0;41.74713;3642
3645;2022-08-02;1;31;8;1035;249.1;32.075721;3645
3639;2022-08-01;0;31;8;1065;3200.0;136.27200000000002;3639
3648;2022-08-01;0;31;8;1179;1943.46;91.90357259999999;3648
3649;2022-08-01;0;31;8;1063;57.6;25.313856;3649
3650;2022-08-01;0;31;8;1372;2713.96;119.10992759999998;3650
3646;2022-08-01;0;31;8;1056;2163.0;99.65553;3646
3656;2022-08-01;0;31;8;1068;3146.04;134.36667240000003;3656
3756;2022-08-03;2;31;8;1213;535.0;42.17085;3756
3726;2022-08-02;1;31;8;1350;300.0;33.873000000000005;3726
3753;2022-08-03;2;31;8;1084;572.1;43.480851;3753
3748;2022-08-01;0;31;8;1123;1652.74;81.6382494;3748
3746;2022-07-28;3;30;8;1133;330.12;34.936537200000004;3746
3739;2022-08-02;1;31;8;1091;998.0;58.519380000000005;3739
3731;2022-08-03;2;31;8;1062;355.0;35.81505;3731
3730;2022-08-01;0;31;8;1179;1171.2;64.635072;3730
3729;2022-08-02;1;31;8;1236;6013.0;235.59902999999997;3729
3720;2022-08-03;2;31;8;1045;1114.0;62.61534;3720
3702;2022-07-29;4;30;8;1088;51.5;25.098465;3702
3701;2022-08-03;2;31;8;1089;75.4;25.942373999999997;3701
3700;2022-08-03;2;31;8;1034;2250.0;102.7275;3700
3698;2022-08-03;2;31;8;1050;857.91;53.572802100000004;3698
3696;2022-08-03;2;31;8;1255;567.67;43.3244277;3696
3694;2022-08-02;1;31;8;1193;286.65;33.4016115;3694
3687;2022-08-02;1;31;8;1016;3024.0;130.05743999999999;3687
3684;2022-08-03;2;31;8;1115;2474.0;110.63694;3684
3722;2022-08-03;2;31;8;1187;673.77;47.070818700000004;3722
3801;2022-07-29;4;30;8;1164;10.5;23.650755;3801
3802;2022-08-02;1;31;8;1031;2029.42;94.93882020000001;3802
3804;2022-08-03;2;31;8;1089;2356.94;106.50355139999999;3804
3800;2022-08-02;1;31;8;1176;3406.18;143.5522158;3800
3807;2022-08-02;1;31;8;1030;1881.96;89.73200759999999;3807
3808;2022-08-04;3;31;8;1065;4202.0;171.65261999999998;3808
3809;2022-08-04;3;31;8;1204;6961.0;269.07291000000004;3809
3805;2022-08-03;2;31;8;1034;2748.67;120.3355377;3805
3795;2022-08-03;2;31;8;1063;1330.0;70.2423;3795
3763;2022-08-04;3;31;8;1204;1988.0;93.47628;3763
3790;2022-08-03;2;31;8;1151;44.0;24.83364;3790
3789;2022-08-01;0;31;8;1041;1103.43;62.24211329999999;3789
3780;2022-08-04;3;31;8;1091;1080.0;61.4148;3780
3777;2022-08-03;2;31;8;1070;3909.0;161.30678999999998;3777
3771;2022-08-03;2;31;8;1068;979.42;57.863320200000004;3771
3770;2022-08-03;2;31;8;1067;249.0;32.07219;3770
3794;2022-08-04;3;31;8;1061;6562.08;254.98704480000004;3794
3762;2022-08-04;3;31;8;1062;508.47;41.234075700000005;3762
3854;2022-08-01;0;31;8;1497;184.0;29.777040000000003;3854
3856;2022-08-02;1;31;8;1030;1823.66;87.6734346;3856
3858;2022-08-04;3;31;8;1236;298.0;33.80238;3858
3870;2022-08-04;3;31;8;1123;2928.5;126.68533500000001;3870
3862;2022-08-05;4;31;8;1031;206.57;30.573986699999995;3862
3863;2022-08-03;2;31;8;1213;946.0;56.68326;3863
3851;2022-08-04;3;31;8;1062;317.0;34.47327;3851
3861;2022-08-05;4;31;8;1089;617.0;45.06627;3861
3849;2022-08-04;3;31;8;1061;286.77;33.4058487;3849
3839;2022-08-03;2;31;8;1115;4532.66;183.3282246;3839
3840;2022-08-04;3;31;8;1015;2094.92;97.25162519999999;3840
3828;2022-08-04;3;31;8;1133;54.0;25.18674;3828
3826;2022-08-02;1;31;8;1350;2353.0;106.36443;3826
3822;2022-08-03;2;31;8;1045;950.0;56.8245;3822
3821;2022-08-03;2;31;8;1186;138.29;28.163019899999995;3821
3812;2022-08-01;0;31;8;1126;3812.5;157.899375;3812
3810;2022-08-03;2;31;8;1165;10669.87;400.0331097;3810
3842;2022-08-04;3;31;8;1016;8662.0;329.13522;3842
3921;2022-08-08;0;32;8;1063;240.0;31.7544;3921
3922;2022-08-08;0;32;8;1063;560.0;43.0536;3922
3927;2022-08-08;0;32;8;1115;941.08;56.5095348;3927
3911;2022-08-08;0;32;8;1076;5650.5;222.79915499999998;3911
3885;2022-08-08;0;32;8;1123;759.5;50.097945;3885
3890;2022-08-08;0;32;8;1213;5588.96;220.6261776;3890
3886;2022-08-03;2;31;8;1050;680.94;47.3239914;3886
3878;2022-08-08;0;32;8;1084;302.0;33.94362;3878
3901;2022-08-08;0;32;8;1045;1025.0;59.47275;3901
3971;2022-08-08;0;32;8;1204;4810.0;193.1211;3971
3968;2022-08-08;0;32;8;1372;973.71;57.661700100000004;3968
3967;2022-08-08;0;32;8;1063;443.0;38.92233;3967
3963;2022-08-09;1;32;8;1313;2356.2;106.477422;3963
3954;2022-08-03;2;31;8;1151;410.0;37.7571;3954
3952;2022-08-05;4;31;8;1034;84.39;26.259810899999998;3952
3955;2022-08-08;0;32;8;1076;458.05;39.453745500000004;3955
3947;2022-08-04;3;31;8;1177;177.0;29.529870000000003;3947
3939;2022-08-09;1;32;8;1091;1586.5;79.299315;3939
3938;2022-08-03;2;31;8;1070;3324.5;140.668095;3938
3934;2022-08-08;0;32;8;1068;4094.6;167.86032600000001;3934
3933;2022-08-08;0;32;8;1067;3792.0;157.17552;3933
3948;2022-08-09;1;32;8;1031;153.67;28.706087699999998;3948
4006;2022-08-08;0;32;8;1231;530.57;42.01442670000001;4006
4033;2022-08-08;0;32;8;1126;1034.0;59.79054;4033
4030;2022-08-08;0;32;8;1076;787.78;51.096511799999995;4030
4028;2022-08-08;0;32;8;1372;1082.22;61.4931882;4028
4027;2022-08-10;2;32;8;1062;28.0;24.26868;4027
4023;2022-08-10;2;32;8;1115;486.12;40.4448972;4023
4012;2022-08-09;1;32;8;1315;6012.0;235.56372000000002;4012
4005;2022-08-10;2;32;8;1045;3476.99;146.0525169;4005
4019;2022-08-08;0;32;8;1179;1953.28;92.2503168;4019
3998;2022-08-09;1;32;8;1031;6292.77;245.4777087;3998
3997;2022-08-09;1;32;8;1176;2041.77;95.3748987;3997
3996;2022-08-09;1;32;8;1176;146.5;28.452915;3996
4000;2022-08-09;1;32;8;1236;1629.0;80.79999000000001;4000
3990;2022-08-10;2;32;8;1371;1146.0;63.745259999999995;3990
3988;2022-08-04;3;31;8;1133;1761.8;85.48915799999999;3988
3985;2022-08-08;0;32;8;1190;1830.0;87.8973;3985
3982;2022-08-10;2;32;8;1084;763.86;50.2518966;3982
3974;2022-08-10;2;32;8;1255;1860.47;88.9731957;3974
4077;2022-08-08;0;32;8;1126;1917.0;90.96927;4077
4068;2022-08-11;3;32;8;1236;3283.13;139.20732030000002;4068
4067;2022-08-09;1;32;8;1035;103.6;26.938115999999997;4067
4066;2022-08-05;4;31;8;1210;545.0;42.52395;4066
4065;2022-08-11;3;32;8;1091;3104.0;132.88224;4065
4062;2022-08-10;2;32;8;1151;268.83;32.772387300000005;4062
4061;2022-08-08;0;32;8;1041;6556.0;254.77236000000002;4061
4050;2022-08-10;2;32;8;1070;1061.0;60.74391;4050
4047;2022-08-10;2;32;8;1068;6492.96;252.54641759999998;4047
4043;2022-08-10;2;32;8;1063;124.0;27.658440000000002;4043
4144;2022-08-08;0;32;8;1174;1485.0;75.71535;4144
4141;2022-08-08;0;32;8;1126;330.0;34.9323;4141
4139;2022-08-08;0;32;8;1041;179.0;29.60049;4139
4129;2022-08-11;3;32;8;1236;2870.0;124.6197;4129
4128;2022-08-09;1;32;8;1315;5692.0;224.26452;4128
4124;2022-08-08;0;32;8;1231;459.44;39.5028264;4124
4122;2022-08-10;2;32;8;1045;3842.64;158.9636184;4122
4116;2022-08-09;1;32;8;1313;1587.0;79.31697;4116
4115;2022-08-10;2;32;8;1115;1175.31;64.7801961;4115
4121;2022-08-10;2;32;8;1186;408.25;37.6953075;4121
4111;2022-08-12;4;32;8;1089;340.27;35.29493370000001;4111
4082;2022-08-10;2;32;8;1165;3473.43;145.92681330000002;4082
4113;2022-08-12;4;32;8;1034;193.01;30.0951831;4113
4092;2022-08-11;3;32;8;1179;10501.87;394.10102969999997;4092
4095;2022-08-10;2;32;8;1020;313.98;34.366633799999995;4095
4084;2022-08-10;2;32;8;1084;3593.97;150.18308069999998;4084
4098;2022-08-11;3;32;8;1123;3975.33;163.6489023;4098
4107;2022-08-12;4;32;8;1210;153.0;28.68243;4107
4108;2022-08-12;4;32;8;1031;173.0;29.38863;4108
4097;2022-08-08;0;32;8;1190;346.36;35.5099716;4097
4241;2022-08-16;1;33;8;1315;5692.0;224.26452;4241
4179;2022-08-12;4;32;8;1034;410.0;37.7571;4179
4177;2022-08-16;1;33;8;1031;319.52;34.562251200000006;4177
4176;2022-08-16;1;33;8;1176;803.44;51.6494664;4176
4175;2022-08-12;4;32;8;1164;331.5;34.985265000000005;4175
4174;2022-08-12;4;32;8;1210;538.36;42.289491600000005;4174
4173;2022-08-11;3;32;8;1177;261.0;32.495909999999995;4173
4172;2022-08-15;0;33;8;1062;966.0;57.38946;4172
4166;2022-08-16;1;33;8;1315;5833.25;229.2520575;4166
4167;2022-08-16;1;33;8;1236;2870.0;124.6197;4167
4162;2022-08-10;2;32;8;1102;3692.85;153.6745335;4162
4160;2022-08-15;0;33;8;1187;2640.0;116.4984;4160
4159;2022-08-15;0;33;8;1045;352.5;35.726775;4159
4152;2022-08-15;0;33;8;1068;3208.5;136.572135;4152
4151;2022-08-15;0;33;8;1067;1329.0;70.20699;4151
4148;2022-08-15;0;33;8;1204;6825.0;264.27075;4148
4170;2022-08-16;1;33;8;1053;534.0;42.13554;4170
4235;2022-08-11;3;32;8;1133;2938.53;127.0394943;4235
4227;2022-08-15;0;33;8;1497;908.34;55.3534854;4227
4223;2022-08-15;0;33;8;1123;30.5;24.356955;4223
4221;2022-08-17;2;33;8;1213;2735.5;119.87050500000001;4221
4213;2022-08-15;0;33;8;1056;1496.68;76.1277708;4213
4217;2022-08-11;3;32;8;1015;2758.71;120.6900501;4217
4212;2022-08-16;1;33;8;1315;258.0;32.38998;4212
4219;2022-08-17;2;33;8;1115;96.82;26.698714199999998;4219
4206;2022-08-12;4;32;8;1088;167.09;29.1799479;4206
4205;2022-08-16;1;33;8;1031;315.5;34.420305;4205
4203;2022-08-16;1;33;8;1091;54.0;25.18674;4203
4202;2022-08-11;3;32;8;1001;94.0;26.599140000000002;4202
4198;2022-08-15;0;33;8;1273;296.0;33.731759999999994;4198
4197;2022-08-17;2;33;8;1020;33.5;24.462885;4197
4194;2022-08-17;2;33;8;1084;2324.27;105.34997369999999;4194
4191;2022-08-15;0;33;8;1082;1763.64;85.55412840000001;4191
4208;2022-08-16;1;33;8;1035;4055.0;166.46205;4208
4279;2022-08-17;2;33;8;1050;1906.63;90.6031053;4279
4273;2022-08-18;3;33;8;1177;192.3;30.070113;4273
4268;2022-08-16;1;33;8;1313;3098.0;132.67038;4268
4267;2022-08-18;3;33;8;1061;2258.6;103.031166;4267
4266;2022-08-18;3;33;8;1062;1011.21;58.98582510000001;4266
4264;2022-08-18;3;33;8;1091;3480.0;146.1588;4264
4275;2022-08-16;1;33;8;1035;2334.0;105.69353999999998;4275
4253;2022-08-16;1;33;8;1350;4894.27;196.0966737;4253
4252;2022-08-16;1;33;8;1350;810.0;51.8811;4252
4246;2022-08-17;2;33;8;1045;6246.0;243.82626000000002;4246
4245;2022-08-15;0;33;8;1231;3109.68;133.0828008;4245
4242;2022-08-17;2;33;8;1068;10465.3;392.809743;4242
4254;2022-08-18;3;33;8;1236;875.0;54.17625;4254
4314;2022-08-19;4;33;8;1035;1110.5;62.491755000000005;4314
4313;2022-08-19;4;33;8;1088;113.67;27.2936877;4313
4311;2022-08-19;4;33;8;1176;2846.0;123.77226;4311
4310;2022-08-19;4;33;8;1176;671.2;46.980072;4310
4309;2022-08-19;4;33;8;1031;1671.97;82.3172607;4309
4308;2022-08-19;4;33;8;1210;1963.0;92.59353;4308
4303;2022-08-15;0;33;8;1273;1324.5;70.04809499999999;4303
4298;2022-08-17;2;33;8;1186;84.48;26.262988800000002;4298
4292;2022-08-16;1;33;8;1193;394.6;37.213326;4292
4289;2022-08-18;3;33;8;1061;187.0;29.88297;4289
4287;2022-08-15;0;33;8;1082;5964.96;233.90273760000002;4287
4282;2022-08-17;2;33;8;1165;8800.13;334.0125903;4282
4299;2022-08-17;2;33;8;1187;298.0;33.80238;4299
4352;2022-08-17;2;33;8;1371;1280.0;68.4768;4352
4363;2022-08-18;3;33;8;1091;730.0;49.0563;4363
4360;2022-08-18;3;33;8;1236;875.0;54.17625;4360
4359;2022-08-19;4;33;8;1035;2873.5;124.74328500000001;4359
4358;2022-08-19;4;33;8;1089;3613.57;150.8751567;4358
4356;2022-08-16;1;33;8;1313;6652.0;258.16212;4356
4345;2022-08-17;2;33;8;1255;63.0;25.50453;4345
4316;2022-08-22;0;34;8;1123;1298.8;69.140628;4316
4341;2022-08-22;0;34;8;1179;9748.97;367.5161307;4341
4339;2022-08-22;0;34;8;1061;1522.17;77.0278227;4339
4325;2022-08-18;3;33;8;1016;2700.0;118.617;4325
4321;2022-08-18;3;33;8;1015;974.53;57.69065429999999;4321
4320;2022-08-22;0;34;8;1115;658.61;46.5355191;4320
4319;2022-08-22;0;34;8;1497;2379.14;107.2874334;4319
4343;2022-08-17;2;33;8;1050;1906.63;90.6031053;4343
4415;2022-08-22;0;34;8;1061;1222.0;66.42882;4415
4409;2022-08-17;2;33;8;1151;224.0;31.18944;4409
4399;2022-08-22;0;34;8;1067;969.0;57.49539;4399
4398;2022-08-22;0;34;8;1068;6370.02;248.2054062;4398
4393;2022-08-22;0;34;8;1061;1222.0;66.42882;4393
4388;2022-08-22;0;34;8;1045;138.0;28.15278;4388
4390;2022-08-22;0;34;8;1062;730.8;49.084548;4390
4379;2022-08-23;1;34;8;1315;257.5;32.372325;4379
4375;2022-08-19;4;33;8;1074;708.48;48.296428799999994;4375
4368;2022-08-22;0;34;8;1065;1161.0;64.27490999999999;4368
4367;2022-08-22;0;34;8;1065;1958.0;92.41698000000001;4367
4366;2022-08-22;0;34;8;1204;5461.0;216.10791;4366
4387;2022-08-22;0;34;8;1187;298.0;33.80238;4387
4455;2022-08-24;2;34;8;1070;5088.0;202.93728000000002;4455
4476;2022-08-23;1;34;8;1053;204.0;30.483240000000002;4476
4468;2022-08-22;0;34;8;1126;4092.0;167.76852;4468
4467;2022-08-22;0;34;8;1076;2914.17;126.17934270000002;4467
4464;2022-08-18;3;33;8;1133;4434.62;179.8664322;4464
4461;2022-08-24;2;34;8;1371;1016.0;59.154959999999996;4461
4459;2022-08-19;4;33;8;1074;395.19;37.2341589;4459
4458;2022-08-23;1;34;8;1091;19.39;23.9646609;4458
4453;2022-08-24;2;34;8;1089;614.0;44.96034;4453
4452;2022-08-23;1;34;8;1031;9478.76;357.97501560000006;4452
4451;2022-08-23;1;34;8;1016;6525.88;253.7088228;4451
4443;2022-08-18;3;33;8;1177;62.8;25.497467999999998;4443
4441;2022-08-23;1;34;8;1236;527.85;41.918383500000004;4441
4439;2022-08-23;1;34;8;1035;810.0;51.8811;4439
4436;2022-08-19;4;33;8;1210;309.0;34.19079;4436
4424;2022-08-22;0;34;8;1056;127.67;27.7880277;4424
4422;2022-08-23;1;34;8;1053;2453.0;109.89543;4422
4417;2022-08-24;2;34;8;1084;100.0;26.811;4417
4521;2022-08-24;2;34;8;1045;6679.5;259.133145;4521
4515;2022-08-23;1;34;8;1030;552.84;42.8007804;4515
4514;2022-08-23;1;34;8;1035;7549.0;289.83519;4514
4513;2022-08-24;2;34;8;1034;483.75;40.3612125;4513
4512;2022-08-24;2;34;8;1089;455.15;39.351346500000005;4512
